"median","LCL","UCL","Time","Compartment","Addition.Type"
1e-15,1e-15,1e-15,0,"Blood","AtoB"
0.007198095,0.003029404,0.014116935,1,"Blood","AtoB"
0.01441605,0.0061195305,0.02810957,2,"Blood","AtoB"
0.02158625,0.009172844,0.0419186,3,"Blood","AtoB"
0.0286902,0.01224141,0.055553285,4,"Blood","AtoB"
0.0357513,0.015280565,0.0689886,5,"Blood","AtoB"
0.04276055,0.01829546,0.082308065,6,"Blood","AtoB"
0.0497161,0.021292755,0.09545426,7,"Blood","AtoB"
0.05661515,0.02428293,0.10849065,8,"Blood","AtoB"
0.0634837,0.027235055,0.1213208,9,"Blood","AtoB"
0.07028085,0.030203815,0.13405435,10,"Blood","AtoB"
0.0770241,0.033146265,0.14667305,11,"Blood","AtoB"
0.0837244,0.03607043,0.1589924,12,"Blood","AtoB"
0.0903726,0.03899872,0.17103355,13,"Blood","AtoB"
0.0969768,0.041933225,0.1830204,14,"Blood","AtoB"
0.103537,0.044809325,0.19500225,15,"Blood","AtoB"
0.1100535,0.047707585,0.2067585,16,"Blood","AtoB"
0.116495,0.050553555,0.2182451,17,"Blood","AtoB"
0.12293,0.05336097,0.22981755,18,"Blood","AtoB"
0.129294,0.056199655,0.24120225,19,"Blood","AtoB"
0.1355935,0.05895218,0.25227405,20,"Blood","AtoB"
0.141858,0.061773035,0.2634588,21,"Blood","AtoB"
0.1480785,0.064564715,0.27461475,22,"Blood","AtoB"
0.154225,0.067283575,0.2856131,23,"Blood","AtoB"
0.160349,0.06998374,0.2963397,24,"Blood","AtoB"
1e-15,1e-15,1e-15,0,"Cell","AtoB"
0.2181255,0.023019445,12.30539,1,"Cell","AtoB"
0.289863,0.04312367,12.333105,2,"Cell","AtoB"
0.358764,0.06187839,12.30671,3,"Cell","AtoB"
0.424578,0.079903815,12.316,4,"Cell","AtoB"
0.484968,0.09785107,12.29592,5,"Cell","AtoB"
0.5437855,0.1145498,12.279575,6,"Cell","AtoB"
0.6024955,0.1315423,12.301625,7,"Cell","AtoB"
0.6588955,0.1476941,12.28577,8,"Cell","AtoB"
0.712231,0.1635549,12.294465,9,"Cell","AtoB"
0.7662085,0.1787554,12.298735,10,"Cell","AtoB"
0.816545,0.1935231,12.284925,11,"Cell","AtoB"
0.8655205,0.2086903,12.29093,12,"Cell","AtoB"
0.912154,0.22319905,12.275645,13,"Cell","AtoB"
0.9605405,0.2382015,12.29718,14,"Cell","AtoB"
1.007175,0.25190665,12.337355,15,"Cell","AtoB"
1.051735,0.26588765,12.39774,16,"Cell","AtoB"
1.094985,0.27936835,12.392465,17,"Cell","AtoB"
1.138215,0.29238435,12.42268,18,"Cell","AtoB"
1.179865,0.30558025,12.439855,19,"Cell","AtoB"
1.21987,0.3189915,12.50254,20,"Cell","AtoB"
1.259705,0.3318915,12.517665,21,"Cell","AtoB"
1.29598,0.3436951,12.52326,22,"Cell","AtoB"
1.33403,0.35658705,12.612195,23,"Cell","AtoB"
1.37123,0.36834955,12.62639,24,"Cell","AtoB"
5,5,5,0,"Lumen","AtoB"
4.97687,4.95281,4.98984,1,"Lumen","AtoB"
4.95413,4.9091085,4.9800615,2,"Lumen","AtoB"
4.931595,4.865788,4.9703625,3,"Lumen","AtoB"
4.90922,4.8235175,4.960701,4,"Lumen","AtoB"
4.887065,4.7816395,4.9510905,5,"Lumen","AtoB"
4.86505,4.739999,4.9415705,6,"Lumen","AtoB"
4.84317,4.6988195,4.9321015,7,"Lumen","AtoB"
4.82152,4.6583235,4.92272,8,"Lumen","AtoB"
4.8,4.6179485,4.9133215,9,"Lumen","AtoB"
4.77868,4.5782265,4.903942,10,"Lumen","AtoB"
4.757485,4.5391225,4.8946705,11,"Lumen","AtoB"
4.736455,4.5000815,4.88534,12,"Lumen","AtoB"
4.715605,4.4612785,4.87602,13,"Lumen","AtoB"
4.694835,4.423968,4.8668205,14,"Lumen","AtoB"
4.6743,4.3869395,4.857782,15,"Lumen","AtoB"
4.653965,4.3507015,4.8488135,16,"Lumen","AtoB"
4.633695,4.3145505,4.839962,17,"Lumen","AtoB"
4.613575,4.2784615,4.831101,18,"Lumen","AtoB"
4.59364,4.242727,4.8223035,19,"Lumen","AtoB"
4.57391,4.2073885,4.8135405,20,"Lumen","AtoB"
4.55427,4.172276,4.80468,21,"Lumen","AtoB"
4.534805,4.1377805,4.796169,22,"Lumen","AtoB"
4.515525,4.1037395,4.7875035,23,"Lumen","AtoB"
4.496295,4.069825,4.779011,24,"Lumen","AtoB"
5,5,5,0,"Blood","BtoA"
4.98504,4.9493995,4.99554,1,"Blood","BtoA"
4.97349,4.904738,4.99304,2,"Blood","BtoA"
4.96203,4.86084,4.99066,3,"Blood","BtoA"
4.950725,4.816817,4.98848,4,"Blood","BtoA"
4.93955,4.7734895,4.98627,5,"Blood","BtoA"
4.928405,4.731342,4.98411,6,"Blood","BtoA"
4.91736,4.6891395,4.9819905,7,"Blood","BtoA"
4.90638,4.6480995,4.9798605,8,"Blood","BtoA"
4.89542,4.607158,4.97781,9,"Blood","BtoA"
4.884635,4.5666365,4.9757005,10,"Blood","BtoA"
4.873865,4.527522,4.97362,11,"Blood","BtoA"
4.863265,4.4884055,4.97167,12,"Blood","BtoA"
4.852685,4.449504,4.9696005,13,"Blood","BtoA"
4.84213,4.411196,4.9676105,14,"Blood","BtoA"
4.831725,4.3740975,4.9655915,15,"Blood","BtoA"
4.82134,4.33739,4.96357,16,"Blood","BtoA"
4.810975,4.301722,4.9616315,17,"Blood","BtoA"
4.800745,4.266825,4.959642,18,"Blood","BtoA"
4.790555,4.2320175,4.957772,19,"Blood","BtoA"
4.7805,4.1975965,4.95586,20,"Blood","BtoA"
4.77058,4.163407,4.9539125,21,"Blood","BtoA"
