"","Compound","Che.type","Cell.type","Addition.Type","Time","Compartment_new","Compartment","X..Recovery","Volume..uL.","Used.Volume..uL.","Input.Amount..pmol.","Input.Amount.umol","Estimated.amount..pmol.","Estimated.Concentration.uM","seach","Pred_conc","ratio","abs.dev"
"298","BP4","Small Molecules","OAT1","BtoA",24,"Lumen","Lumen",9.835948075,75,75,2350,0.00235,231.1447798,3.081930397,"BtoA_24_Lumen",3.19911,0.0162063470767089,0.0162063470767089
"299","BP4","Small Molecules","OAT1","BtoA",24,"Cell","Cell",0.021068195,30,0.025307623,2350,0.00235,0.495102594,19.56337778,"BtoA_24_Cell",19.04305,-0.0117073337740793,0.0117073337740793
"300","BP4","Small Molecules","OAT1","BtoA",24,"Cell","Cell",0.021759989,30,0.025307623,2350,0.00235,0.51135973,20.20575878,"BtoA_24_Cell",19.04305,-0.0257386562895979,0.0257386562895979
"685","BP4","Small Molecules","OAT1","AtoB",4,"Lumen","Lumen",93.97085177,75,75,750,0.00075,704.7813883,9.397085177,"AtoB_4_Lumen",9.610895,0.00977066916330262,0.00977066916330262
"686","BP4","Small Molecules","OAT1","AtoB",4,"Lumen","Lumen",98.84306365,75,75,750,0.00075,741.3229774,9.884306365,"AtoB_4_Lumen",9.610895,-0.0121823653709461,0.0121823653709461
"687","BP4","Small Molecules","OAT1","AtoB",4,"Blood","Blood",3.32524869,235,235,750,0.00075,24.93936518,0.106124958,"AtoB_4_Blood",0.1204495,0.0549874701550648,0.0549874701550648
"688","BP4","Small Molecules","OAT1","AtoB",4,"Blood","Blood",3.860835884,235,235,750,0.00075,28.95626913,0.123218167,"AtoB_4_Blood",0.1204495,-0.009869742386875,0.009869742386875
"689","BP4","Small Molecules","OAT1","BtoA",4,"Blood","Blood",97.16983586,235,235,2350,0.00235,2283.491143,9.716983586,"BtoA_4_Blood",9.79984,0.00368751599542663,0.00368751599542663
"690","BP4","Small Molecules","OAT1","BtoA",4,"Blood","Blood",98.9353372,235,235,2350,0.00235,2324.980424,9.89353372,"BtoA_4_Blood",9.79984,-0.00413245319760136,0.00413245319760136
"691","BP4","Small Molecules","OAT1","BtoA",4,"Lumen","Lumen",1.906714595,75,75,2350,0.00235,44.80779298,0.59743724,"BtoA_4_Lumen",0.6155515,0.0129721040037625,0.0129721040037625
"692","BP4","Small Molecules","OAT1","BtoA",4,"Lumen","Lumen",1.988112347,75,75,2350,0.00235,46.72064015,0.622941869,"BtoA_4_Lumen",0.6155515,-0.00518312758487741,0.00518312758487741
"397","Colchicine","Small Molecules","OAT1","AtoB",24,"Lumen","Lumen",50.10505172,75,75,750,0.00075,375.7878879,5.010505172,"AtoB_24_Lumen",5.248245,0.020132585934107,0.020132585934107
"398","Colchicine","Small Molecules","OAT1","AtoB",24,"Lumen","Lumen",51.07459138,75,75,750,0.00075,383.0594354,5.107459138,"AtoB_24_Lumen",5.248245,0.0118091999292453,0.0118091999292453
"399","Colchicine","Small Molecules","OAT1","AtoB",24,"Lumen","Lumen",52.87717099,75,75,750,0.00075,396.5787824,5.287717099,"AtoB_24_Lumen",5.248245,-0.00325411098226409,0.00325411098226409
"400","Colchicine","Small Molecules","OAT1","AtoB",24,"Lumen","Lumen",57.56125786,75,75,750,0.00075,431.7094339,5.756125786,"AtoB_24_Lumen",5.248245,-0.040116175114227,0.040116175114227
"401","Colchicine","Small Molecules","OAT1","AtoB",24,"Blood","Blood",42.02762626,235,235,750,0.00075,315.207197,1.341307221,"AtoB_24_Blood",1.515645,0.0530692284989719,0.0530692284989719
"402","Colchicine","Small Molecules","OAT1","AtoB",24,"Blood","Blood",40.33015846,235,235,750,0.00075,302.4761884,1.287132717,"AtoB_24_Blood",1.515645,0.0709741615720055,0.0709741615720055
"403","Colchicine","Small Molecules","OAT1","AtoB",24,"Blood","Blood",55.86769932,235,235,750,0.00075,419.0077449,1.78301168,"AtoB_24_Blood",1.515645,-0.0705566969829173,0.0705566969829173
"404","Colchicine","Small Molecules","OAT1","AtoB",24,"Blood","Blood",50.01800078,235,235,750,0.00075,375.1350058,1.596319174,"AtoB_24_Blood",1.515645,-0.0225222390119995,0.0225222390119995
"405","Colchicine","Small Molecules","OAT1","AtoB",24,"Cell","Cell",0.006208927,30,0.025307623,750,0.00075,0.046566956,1.840036711,"AtoB_24_Cell",6.733675,0.563425663581764,0.563425663581764
"406","Colchicine","Small Molecules","OAT1","AtoB",24,"Cell","Cell",0.11662491,30,0.025307623,750,0.00075,0.874686824,34.5621877,"AtoB_24_Cell",6.733675,-0.710349073043058,0.710349073043058
"407","Colchicine","Small Molecules","OAT1","AtoB",24,"Cell","Cell",0.01090371,30,0.025307623,750,0.00075,0.081777823,3.231351386,"AtoB_24_Cell",6.733675,0.318867964430829,0.318867964430829
"408","Colchicine","Small Molecules","OAT1","AtoB",24,"Cell","Cell",0.004705687,30,0.025307623,750,0.00075,0.035292656,1.394546432,"AtoB_24_Cell",6.733675,0.68381917253074,0.68381917253074
"409","Colchicine","Small Molecules","OAT1","BtoA",24,"Blood","Blood",84.66988328,235,235,2350,0.00235,1989.742257,8.466988328,"BtoA_24_Blood",8.798765,0.0166927575065634,0.0166927575065634
"410","Colchicine","Small Molecules","OAT1","BtoA",24,"Blood","Blood",86.72733104,235,235,2350,0.00235,2038.092279,8.672733104,"BtoA_24_Blood",8.798765,0.00626573703861953,0.00626573703861953
"411","Colchicine","Small Molecules","OAT1","BtoA",24,"Blood","Blood",93.77217221,235,235,2350,0.00235,2203.646047,9.377217221,"BtoA_24_Blood",8.798765,-0.0276522578620934,0.0276522578620934
"412","Colchicine","Small Molecules","OAT1","BtoA",24,"Blood","Blood",88.30721617,235,235,2350,0.00235,2075.21958,8.830721617,"BtoA_24_Blood",8.798765,-0.00157447552792961,0.00157447552792961
"413","Colchicine","Small Molecules","OAT1","BtoA",24,"Lumen","Lumen",10.64024707,75,75,2350,0.00235,250.0458061,3.333944081,"BtoA_24_Lumen",3.759705,0.0521954586609256,0.0521954586609256
"414","Colchicine","Small Molecules","OAT1","BtoA",24,"Lumen","Lumen",12.01262097,75,75,2350,0.00235,282.2965927,3.76395457,"BtoA_24_Lumen",3.759705,-0.00049060300524081,0.00049060300524081
"415","Colchicine","Small Molecules","OAT1","BtoA",24,"Lumen","Lumen",12.98779494,75,75,2350,0.00235,305.2131812,4.069509082,"BtoA_24_Lumen",3.759705,-0.0343882520868141,0.0343882520868141
"416","Colchicine","Small Molecules","OAT1","BtoA",24,"Lumen","Lumen",10.86814201,75,75,2350,0.00235,255.4013373,3.405351164,"BtoA_24_Lumen",3.759705,0.042991866415531,0.042991866415531
"417","Colchicine","Small Molecules","OAT1","BtoA",24,"Cell","Cell",0.004707694,30,0.025307623,2350,0.00235,0.110630806,4.37144197,"BtoA_24_Cell",5.9737,0.135618690897663,0.135618690897663
"418","Colchicine","Small Molecules","OAT1","BtoA",24,"Cell","Cell",0.004835839,30,0.025307623,2350,0.00235,0.113642224,4.490434474,"BtoA_24_Cell",5.9737,0.123955045096189,0.123955045096189
"419","Colchicine","Small Molecules","OAT1","BtoA",24,"Cell","Cell",0.00327836,30,0.025307623,2350,0.00235,0.077041449,3.044199321,"BtoA_24_Cell",5.9737,0.292770323736641,0.292770323736641
"420","Colchicine","Small Molecules","OAT1","BtoA",24,"Cell","Cell",0.001770426,30,0.025307623,2350,0.00235,0.041605015,1.643971631,"BtoA_24_Cell",5.9737,0.560349089571862,0.560349089571862
"757","Colchicine","Small Molecules","OAT1","AtoB",4,"Lumen","Lumen",73.76517135,75,75,750,0.00075,553.2387851,7.376517135,"AtoB_4_Lumen",8.87885,0.0805053634660449,0.0805053634660449
"758","Colchicine","Small Molecules","OAT1","AtoB",4,"Lumen","Lumen",94.25748246,75,75,750,0.00075,706.9311185,9.425748246,"AtoB_4_Lumen",8.87885,-0.025959116884602,0.025959116884602
"759","Colchicine","Small Molecules","OAT1","AtoB",4,"Lumen","Lumen",93.97886704,75,75,750,0.00075,704.8415028,9.397886704,"AtoB_4_Lumen",8.87885,-0.0246734860469461,0.0246734860469461
"760","Colchicine","Small Molecules","OAT1","AtoB",4,"Lumen","Lumen",92.38835526,75,75,750,0.00075,692.9126645,9.238835526,"AtoB_4_Lumen",8.87885,-0.0172605166231831,0.0172605166231831
"761","Colchicine","Small Molecules","OAT1","AtoB",4,"Blood","Blood",10.25759458,235,235,750,0.00075,76.93195938,0.32737004,"AtoB_4_Blood",0.356348,0.0368353942003531,0.0368353942003531
"762","Colchicine","Small Molecules","OAT1","AtoB",4,"Blood","Blood",11.42658037,235,235,750,0.00075,85.6993528,0.364678097,"AtoB_4_Blood",0.356348,-0.0100353541883728,0.0100353541883728
"763","Colchicine","Small Molecules","OAT1","AtoB",4,"Blood","Blood",12.0464801,235,235,750,0.00075,90.34860076,0.384462131,"AtoB_4_Blood",0.356348,-0.0329792431590222,0.0329792431590222
"764","Colchicine","Small Molecules","OAT1","AtoB",4,"Blood","Blood",11.87946882,235,235,750,0.00075,89.09601613,0.379131984,"AtoB_4_Blood",0.356348,-0.0269160978763229,0.0269160978763229
"765","Colchicine","Small Molecules","OAT1","BtoA",4,"Blood","Blood",94.33952343,235,235,2350,0.00235,2216.978801,9.433952343,"BtoA_4_Blood",9.715765,0.0127833237526239,0.0127833237526239
"766","Colchicine","Small Molecules","OAT1","BtoA",4,"Blood","Blood",101.2330829,235,235,2350,0.00235,2378.977448,10.12330829,"BtoA_4_Blood",9.715765,-0.0178454610643644,0.0178454610643644
"767","Colchicine","Small Molecules","OAT1","BtoA",4,"Blood","Blood",94.3951874,235,235,2350,0.00235,2218.286904,9.43951874,"BtoA_4_Blood",9.715765,0.0125271487691621,0.0125271487691621
"768","Colchicine","Small Molecules","OAT1","BtoA",4,"Blood","Blood",97.25873967,235,235,2350,0.00235,2285.580382,9.725873967,"BtoA_4_Blood",9.715765,-0.000451635686574625,0.000451635686574625
"769","Colchicine","Small Molecules","OAT1","BtoA",4,"Lumen","Lumen",2.600848056,75,75,2350,0.00235,61.11992932,0.814932391,"BtoA_4_Lumen",0.88776,0.0371739930398797,0.0371739930398797
"770","Colchicine","Small Molecules","OAT1","BtoA",4,"Lumen","Lumen",3.202705675,75,75,2350,0.00235,75.26358335,1.003514445,"BtoA_4_Lumen",0.88776,-0.0532280552550394,0.0532280552550394
"771","Colchicine","Small Molecules","OAT1","BtoA",4,"Lumen","Lumen",3.270993434,75,75,2350,0.00235,76.86834569,1.024911276,"BtoA_4_Lumen",0.88776,-0.0623906982073209,0.0623906982073209
"772","Colchicine","Small Molecules","OAT1","BtoA",4,"Lumen","Lumen",3.698919453,75,75,2350,0.00235,86.92460714,1.158994762,"BtoA_4_Lumen",0.88776,-0.115785900175909,0.115785900175909
"301","Gentamicin","Mycin","OAT1","AtoB",24,"Lumen","Lumen",108.9421251,75,75,75000,0.075,81706.59379,1089.421251,"AtoB_24_Lumen",918.257,-0.0742315949497242,0.0742315949497242
"302","Gentamicin","Mycin","OAT1","AtoB",24,"Lumen","Lumen",123.7334157,75,75,75000,0.075,92800.06178,1237.334157,"AtoB_24_Lumen",918.257,-0.129522754210931,0.129522754210931
"303","Gentamicin","Mycin","OAT1","AtoB",24,"Lumen","Lumen",102.1868963,75,75,75000,0.075,76640.17226,1021.868963,"AtoB_24_Lumen",918.257,-0.0464309609051404,0.0464309609051404
"304","Gentamicin","Mycin","OAT1","AtoB",24,"Lumen","Lumen",25.77511653,75,75,75000,0.075,19331.33739,257.7511653,"AtoB_24_Lumen",918.257,0.55176361029969,0.55176361029969
"305","Gentamicin","Mycin","OAT1","AtoB",24,"Blood","Blood",19.91695161,235,235,75000,0.075,14937.71371,63.56473917,"AtoB_24_Blood",26.0847,-0.386830422988215,0.386830422988215
"306","Gentamicin","Mycin","OAT1","AtoB",24,"Blood","Blood",6.637590345,235,235,75000,0.075,4978.192759,21.18379897,"AtoB_24_Blood",26.0847,0.0903819998568185,0.0903819998568185
"307","Gentamicin","Mycin","OAT1","AtoB",24,"Blood","Blood",5.630960067,235,235,75000,0.075,4223.220051,17.97114915,"AtoB_24_Blood",26.0847,0.161809997676675,0.161809997676675
"308","Gentamicin","Mycin","OAT1","AtoB",24,"Blood","Blood",7.176060862,235,235,75000,0.075,5382.045646,22.9023219,"AtoB_24_Blood",26.0847,0.0565063317347821,0.0565063317347821
"309","Gentamicin","Mycin","OAT1","AtoB",24,"Cell","Cell",0.000138566,30,0.025307623,75000,0.075,0.103924387,4.106445939,"AtoB_24_Cell",7.18178,0.242765987466437,0.242765987466437
"310","Gentamicin","Mycin","OAT1","AtoB",24,"Cell","Cell",0.000180253,30,0.025307623,75000,0.075,0.135189889,5.341864298,"AtoB_24_Cell",7.18178,0.128539245989053,0.128539245989053
"311","Gentamicin","Mycin","OAT1","AtoB",24,"Cell","Cell",9e-05,30,0.025307623,75000,0.075,0.067482277,2.666480246,"AtoB_24_Cell",7.18178,0.430293726557761,0.430293726557761
"312","Gentamicin","Mycin","OAT1","AtoB",24,"Cell","Cell",0.000474696,30,0.025307623,75000,0.075,0.356022103,14.06778106,"AtoB_24_Cell",7.18178,-0.291993503457349,0.291993503457349
"313","Gentamicin","Mycin","OAT1","BtoA",24,"Blood","Blood",63.74262559,235,235,235000,0.235,149795.1701,637.4262559,"BtoA_24_Blood",934.469,0.166134950394563,0.166134950394563
"314","Gentamicin","Mycin","OAT1","BtoA",24,"Blood","Blood",98.2662588,235,235,235000,0.235,230925.7082,982.662588,"BtoA_24_Blood",934.469,-0.021839523172989,0.021839523172989
"315","Gentamicin","Mycin","OAT1","BtoA",24,"Blood","Blood",78.84846311,235,235,235000,0.235,185293.8883,788.4846311,"BtoA_24_Blood",934.469,0.0737716660904401,0.0737716660904401
"316","Gentamicin","Mycin","OAT1","BtoA",24,"Blood","Blood",91.35435471,235,235,235000,0.235,214682.7336,913.5435471,"BtoA_24_Blood",934.469,0.00983564442643116,0.00983564442643116
"317","Gentamicin","Mycin","OAT1","BtoA",24,"Lumen","Lumen",15.94298989,75,75,235000,0.235,37466.02624,499.5470166,"BtoA_24_Lumen",205.327,-0.386130307825571,0.386130307825571
"318","Gentamicin","Mycin","OAT1","BtoA",24,"Lumen","Lumen",22.60180212,75,75,235000,0.235,53114.23498,708.1897997,"BtoA_24_Lumen",205.327,-0.537703605383628,0.537703605383628
"319","Gentamicin","Mycin","OAT1","BtoA",24,"Lumen","Lumen",16.50096419,75,75,235000,0.235,38777.26585,517.0302113,"BtoA_24_Lumen",205.327,-0.40106985889924,0.40106985889924
"320","Gentamicin","Mycin","OAT1","BtoA",24,"Lumen","Lumen",12.74208787,75,75,235000,0.235,29943.9065,399.2520867,"BtoA_24_Lumen",205.327,-0.288801132874827,0.288801132874827
"321","Gentamicin","Mycin","OAT1","BtoA",24,"Cell","Cell",6.24e-05,30,0.025307623,235000,0.235,0.146696196,5.796522065,"BtoA_24_Cell",10.64405,0.263939412579017,0.263939412579017
"322","Gentamicin","Mycin","OAT1","BtoA",24,"Cell","Cell",9.62e-05,30,0.025307623,235000,0.235,0.22604863,8.932037138,"BtoA_24_Cell",10.64405,0.0761563858341035,0.0761563858341035
"323","Gentamicin","Mycin","OAT1","BtoA",24,"Cell","Cell",0.000107669,30,0.025307623,235000,0.235,0.253022609,9.997881142,"BtoA_24_Cell",10.64405,0.0271989365492009,0.0271989365492009
"324","Gentamicin","Mycin","OAT1","BtoA",24,"Cell","Cell",0.000187437,30,0.025307623,235000,0.235,0.440477379,17.40492876,"BtoA_24_Cell",10.64405,-0.213565344050908,0.213565344050908
"693","Gentamicin","Mycin","OAT1","AtoB",4,"Lumen","Lumen",97.70754273,75,75,75000,0.075,73280.65705,977.0754273,"AtoB_4_Lumen",985.314,0.00364656233221051,0.00364656233221051
"694","Gentamicin","Mycin","OAT1","AtoB",4,"Lumen","Lumen",82.86513856,75,75,75000,0.075,62148.85392,828.6513856,"AtoB_4_Lumen",985.314,0.0752027926956062,0.0752027926956062
"695","Gentamicin","Mycin","OAT1","AtoB",4,"Lumen","Lumen",110.3114956,75,75,75000,0.075,82733.62171,1103.114956,"AtoB_4_Lumen",985.314,-0.0490461192003082,0.0490461192003082
"696","Gentamicin","Mycin","OAT1","AtoB",4,"Lumen","Lumen",104.1334841,75,75,75000,0.075,78100.1131,1041.334841,"AtoB_4_Lumen",985.314,-0.0240157456869225,0.0240157456869225
"697","Gentamicin","Mycin","OAT1","AtoB",4,"Blood","Blood",1.117695542,235,235,75000,0.075,838.2716565,3.567113432,"AtoB_4_Blood",4.685315,0.118421874551051,0.118421874551051
"698","Gentamicin","Mycin","OAT1","AtoB",4,"Blood","Blood",1.111182847,235,235,75000,0.075,833.3871355,3.546328236,"AtoB_4_Blood",4.685315,0.120959864469187,0.120959864469187
"699","Gentamicin","Mycin","OAT1","AtoB",4,"Blood","Blood",1.216659253,235,235,75000,0.075,912.4944399,3.882955063,"AtoB_4_Blood",4.685315,0.0815764298706105,0.0815764298706105
"700","Gentamicin","Mycin","OAT1","AtoB",4,"Blood","Blood",1.536801331,235,235,75000,0.075,1152.600998,4.904685099,"AtoB_4_Blood",4.685315,-0.019872334710392,0.019872334710392
"701","Gentamicin","Mycin","OAT1","BtoA",4,"Blood","Blood",105.81126,235,235,235000,0.235,248656.4611,1058.1126,"BtoA_4_Blood",988.284,-0.0296501216607586,0.0296501216607586
"702","Gentamicin","Mycin","OAT1","BtoA",4,"Blood","Blood",93.18171845,235,235,235000,0.235,218977.0384,931.8171845,"BtoA_4_Blood",988.284,0.0255510489227957,0.0255510489227957
"703","Gentamicin","Mycin","OAT1","BtoA",4,"Blood","Blood",95.83971583,235,235,235000,0.235,225223.3322,958.3971583,"BtoA_4_Blood",988.284,0.0133362469936389,0.0133362469936389
"704","Gentamicin","Mycin","OAT1","BtoA",4,"Blood","Blood",103.8694892,235,235,235000,0.235,244093.2996,1038.694892,"BtoA_4_Blood",988.284,-0.0216062315579818,0.0216062315579818
"705","Gentamicin","Mycin","OAT1","BtoA",4,"Lumen","Lumen",0.421026881,75,75,235000,0.235,989.4131705,13.19217561,"BtoA_4_Lumen",36.70825,0.44444725692332,0.44444725692332
"706","Gentamicin","Mycin","OAT1","BtoA",4,"Lumen","Lumen",0.228749047,75,75,235000,0.235,537.5602596,7.167470128,"BtoA_4_Lumen",36.70825,0.709397789181748,0.709397789181748
"707","Gentamicin","Mycin","OAT1","BtoA",4,"Lumen","Lumen",0.30193184,75,75,235000,0.235,709.5398243,9.46053099,"BtoA_4_Lumen",36.70825,0.588848168110635,0.588848168110635
"708","Gentamicin","Mycin","OAT1","BtoA",4,"Lumen","Lumen",0.346108711,75,75,235000,0.235,813.3554708,10.84473961,"BtoA_4_Lumen",36.70825,0.529544552034318,0.529544552034318
"421","PFBA","PFAS","OAT1","AtoB",24,"Lumen","Lumen",55.07897226,75,75,375,0.000375,206.546146,2.753948613,"AtoB_24_Lumen",2.214635,-0.0946536731210088,0.0946536731210088
"422","PFBA","PFAS","OAT1","AtoB",24,"Lumen","Lumen",54.39555017,75,75,375,0.000375,203.9833131,2.719777508,"AtoB_24_Lumen",2.214635,-0.0892312187256581,0.0892312187256581
"423","PFBA","PFAS","OAT1","AtoB",24,"Lumen","Lumen",48.92639978,75,75,375,0.000375,183.4739992,2.446319989,"AtoB_24_Lumen",2.214635,-0.0432111047652026,0.0432111047652026
"424","PFBA","PFAS","OAT1","AtoB",24,"Lumen","Lumen",51.87768903,75,75,375,0.000375,194.5413339,2.593884451,"AtoB_24_Lumen",2.214635,-0.0686484665861222,0.0686484665861222
"425","PFBA","PFAS","OAT1","AtoB",24,"Blood","Blood",44.37882542,235,235,375,0.000375,166.4205953,0.708172746,"AtoB_24_Blood",0.886257,0.0974204694923696,0.0974204694923696
"426","PFBA","PFAS","OAT1","AtoB",24,"Blood","Blood",43.90259039,235,235,375,0.000375,164.634714,0.700573251,"AtoB_24_Blood",0.886257,0.102106127185407,0.102106127185407
"427","PFBA","PFAS","OAT1","AtoB",24,"Blood","Blood",63.70586544,235,235,375,0.000375,238.8969954,1.016582959,"AtoB_24_Blood",0.886257,-0.0595831469106348,0.0595831469106348
"428","PFBA","PFAS","OAT1","AtoB",24,"Blood","Blood",37.53162029,235,235,375,0.000375,140.7435761,0.598908834,"AtoB_24_Blood",0.886257,0.170198959386452,0.170198959386452
"429","PFBA","PFAS","OAT1","AtoB",24,"Cell","Cell",0.085059685,30,0.025307623,375,0.000375,0.318973817,12.60386306,"AtoB_24_Cell",14.0126,0.0460150489766012,0.0460150489766012
"430","PFBA","PFAS","OAT1","AtoB",24,"Cell","Cell",0.072023959,30,0.025307623,375,0.000375,0.270089846,10.67227228,"AtoB_24_Cell",14.0126,0.118261828127687,0.118261828127687
"431","PFBA","PFAS","OAT1","AtoB",24,"Cell","Cell",0.023257431,30,0.025307623,375,0.000375,0.087215366,3.446209291,"AtoB_24_Cell",14.0126,0.609177075969845,0.609177075969845
"432","PFBA","PFAS","OAT1","AtoB",24,"Cell","Cell",0.022146147,30,0.025307623,375,0.000375,0.083048052,3.281542909,"AtoB_24_Cell",14.0126,0.63044063752366,0.63044063752366
"433","PFBA","PFAS","OAT1","BtoA",24,"Blood","Blood",85.49496936,235,235,1175,0.001175,1004.56589,4.274748468,"BtoA_24_Blood",3.93441,-0.0360309501070031,0.0360309501070031
"434","PFBA","PFAS","OAT1","BtoA",24,"Blood","Blood",81.63777423,235,235,1175,0.001175,959.2438472,4.081888712,"BtoA_24_Blood",3.93441,-0.0159815447696074,0.0159815447696074
"435","PFBA","PFAS","OAT1","BtoA",24,"Blood","Blood",81.37569469,235,235,1175,0.001175,956.1644126,4.068784734,"BtoA_24_Blood",3.93441,-0.0145850981379616,0.0145850981379616
"436","PFBA","PFAS","OAT1","BtoA",24,"Blood","Blood",79.73144367,235,235,1175,0.001175,936.8444631,3.986572183,"BtoA_24_Blood",3.93441,-0.00572001683544397,0.00572001683544397
"437","PFBA","PFAS","OAT1","BtoA",24,"Lumen","Lumen",14.44238672,75,75,1175,0.001175,169.6980439,2.262640586,"BtoA_24_Lumen",3.316885,0.16611484132561,0.16611484132561
"438","PFBA","PFAS","OAT1","BtoA",24,"Lumen","Lumen",12.7445891,75,75,1175,0.001175,149.748922,1.996652293,"BtoA_24_Lumen",3.316885,0.220427973074192,0.220427973074192
"439","PFBA","PFAS","OAT1","BtoA",24,"Lumen","Lumen",12.8439321,75,75,1175,0.001175,150.9162022,2.01221603,"BtoA_24_Lumen",3.316885,0.217055809903898,0.217055809903898
"440","PFBA","PFAS","OAT1","BtoA",24,"Lumen","Lumen",31.07627634,75,75,1175,0.001175,365.146247,4.868616627,"BtoA_24_Lumen",3.316885,-0.166675163607955,0.166675163607955
"441","PFBA","PFAS","OAT1","BtoA",24,"Cell","Cell",0.201989729,30,0.025307623,1175,0.001175,2.373379319,93.78120177,"BtoA_24_Cell",46.5394,-0.304295013823912,0.304295013823912
"442","PFBA","PFAS","OAT1","BtoA",24,"Cell","Cell",0.209206667,30,0.025307623,1175,0.001175,2.458178337,97.13193196,"BtoA_24_Cell",46.5394,-0.319541247034024,0.319541247034024
"443","PFBA","PFAS","OAT1","BtoA",24,"Cell","Cell",0.157249436,30,0.025307623,1175,0.001175,1.847680868,73.00886582,"BtoA_24_Cell",46.5394,-0.19555482187296,0.19555482187296
"444","PFBA","PFAS","OAT1","BtoA",24,"Cell","Cell",0.084487957,30,0.025307623,1175,0.001175,0.992733491,39.22665842,"BtoA_24_Cell",46.5394,0.0742394662336031,0.0742394662336031
"773","PFBA","PFAS","OAT1","AtoB",4,"Lumen","Lumen",80.40068222,75,75,375,0.000375,301.5025583,4.020034111,"AtoB_4_Lumen",4.15113,0.0139365960956646,0.0139365960956646
"774","PFBA","PFAS","OAT1","AtoB",4,"Lumen","Lumen",81.75947283,75,75,375,0.000375,306.5980231,4.087973642,"AtoB_4_Lumen",4.15113,0.00665824735553213,0.00665824735553213
"775","PFBA","PFAS","OAT1","AtoB",4,"Lumen","Lumen",72.71539632,75,75,375,0.000375,272.6827362,3.635769816,"AtoB_4_Lumen",4.15113,0.0575699544646713,0.0575699544646713
"776","PFBA","PFAS","OAT1","AtoB",4,"Lumen","Lumen",75.47328261,75,75,375,0.000375,283.0248098,3.77366413,"AtoB_4_Lumen",4.15113,0.0414030905523547,0.0414030905523547
"777","PFBA","PFAS","OAT1","AtoB",4,"Blood","Blood",30.2463242,235,235,375,0.000375,113.4237157,0.48265411,"AtoB_4_Blood",0.2674265,-0.256431568291048,0.256431568291048
"778","PFBA","PFAS","OAT1","AtoB",4,"Blood","Blood",29.37654941,235,235,375,0.000375,110.1620603,0.468774725,"AtoB_4_Blood",0.2674265,-0.243759747269393,0.243759747269393
"779","PFBA","PFAS","OAT1","AtoB",4,"Blood","Blood",15.86256999,235,235,375,0.000375,59.48463745,0.253126117,"AtoB_4_Blood",0.2674265,0.0238674834221638,0.0238674834221638
"780","PFBA","PFAS","OAT1","AtoB",4,"Blood","Blood",14.16572243,235,235,375,0.000375,53.12145913,0.226048762,"AtoB_4_Blood",0.2674265,0.0730023075698781,0.0730023075698781
"781","PFBA","PFAS","OAT1","BtoA",4,"Blood","Blood",99.27869998,235,235,1175,0.001175,1166.524725,4.963934999,"BtoA_4_Blood",4.676875,-0.0258703233618292,0.0258703233618292
"782","PFBA","PFAS","OAT1","BtoA",4,"Blood","Blood",91.025165,235,235,1175,0.001175,1069.545689,4.55125825,"BtoA_4_Blood",4.676875,0.0118242833850707,0.0118242833850707
"783","PFBA","PFAS","OAT1","BtoA",4,"Blood","Blood",92.32861721,235,235,1175,0.001175,1084.861252,4.61643086,"BtoA_4_Blood",4.676875,0.00564942702340636,0.00564942702340636
"784","PFBA","PFAS","OAT1","BtoA",4,"Blood","Blood",90.12083108,235,235,1175,0.001175,1058.919765,4.506041554,"BtoA_4_Blood",4.676875,0.0161605701660515,0.0161605701660515
"785","PFBA","PFAS","OAT1","BtoA",4,"Lumen","Lumen",10.79873476,75,75,1175,0.001175,126.8851334,1.691801779,"BtoA_4_Lumen",0.993547,-0.231161060957075,0.231161060957075
"786","PFBA","PFAS","OAT1","BtoA",4,"Lumen","Lumen",6.274123708,75,75,1175,0.001175,73.72095357,0.982946048,"BtoA_4_Lumen",0.993547,0.00465873544006639,0.00465873544006639
"787","PFBA","PFAS","OAT1","BtoA",4,"Lumen","Lumen",4.936882227,75,75,1175,0.001175,58.00836617,0.773444882,"BtoA_4_Lumen",0.993547,0.108759046333622,0.108759046333622
"788","PFBA","PFAS","OAT1","BtoA",4,"Lumen","Lumen",5.236946036,75,75,1175,0.001175,61.53411593,0.820454879,"BtoA_4_Lumen",0.993547,0.0831337143691477,0.0831337143691477
"265","PFBS","PFAS","OAT1","AtoB",24,"Lumen","Lumen",68.12832212,75,75,375,0.000375,255.481208,3.406416106,"AtoB_24_Lumen",2.713285,-0.0988022836059335,0.0988022836059335
"266","PFBS","PFAS","OAT1","AtoB",24,"Lumen","Lumen",60.56017723,75,75,375,0.000375,227.1006646,3.028008862,"AtoB_24_Lumen",2.713285,-0.0476617279722898,0.0476617279722898
"267","PFBS","PFAS","OAT1","AtoB",24,"Lumen","Lumen",28.19900563,75,75,375,0.000375,105.7462711,1.409950282,"AtoB_24_Lumen",2.713285,0.284291615165979,0.284291615165979
"268","PFBS","PFAS","OAT1","AtoB",24,"Lumen","Lumen",30.06443654,75,75,375,0.000375,112.741637,1.503221827,"AtoB_24_Lumen",2.713285,0.256472340739298,0.256472340739298
"269","PFBS","PFAS","OAT1","AtoB",24,"Blood","Blood",36.00830945,235,235,375,0.000375,135.0311604,0.574600683,"AtoB_24_Blood",0.7297055,0.103781481786238,0.103781481786238
