"median","LCL","UCL","Time","Compartment","Addition.Type"
4.041255,2.9701385,4.5573105,19,"Blood","BtoA"
4.01721,2.942377,4.5439705,20,"Blood","BtoA"
3.99433,2.9155525,4.5315325,21,"Blood","BtoA"
3.973215,2.892844,4.5206615,22,"Blood","BtoA"
3.95338,2.8704585,4.5089035,23,"Blood","BtoA"
3.93441,2.8547995,4.4983635,24,"Blood","BtoA"
1e-15,1e-15,1e-15,0,"Cell","BtoA"
32.26045,1.1832795,167.1077,1,"Cell","BtoA"
33.70805,2.11143,165.42,2,"Cell","BtoA"
35.1287,2.9405905,164.90485,3,"Cell","BtoA"
36.39915,3.637203,165.25715,4,"Cell","BtoA"
37.7487,4.2849045,164.6618,5,"Cell","BtoA"
38.90165,4.8483435,164.38745,6,"Cell","BtoA"
39.9787,5.3628765,165.26115,7,"Cell","BtoA"
40.9115,5.814955,165.45105,8,"Cell","BtoA"
41.8173,6.201292,165.53015,9,"Cell","BtoA"
42.5629,6.564215,165.46255,10,"Cell","BtoA"
43.2127,6.90395,165.7366,11,"Cell","BtoA"
43.78315,7.220874,165.78375,12,"Cell","BtoA"
44.1853,7.5256615,165.8919,13,"Cell","BtoA"
44.66635,7.781276,166.27855,14,"Cell","BtoA"
45.04145,8.019335,166.70005,15,"Cell","BtoA"
45.32935,8.2094325,166.693,16,"Cell","BtoA"
45.5123,8.4145355,166.9206,17,"Cell","BtoA"
45.72825,8.619144,167.21295,18,"Cell","BtoA"
45.93285,8.7806315,167.68935,19,"Cell","BtoA"
46.1365,8.9401105,168.45665,20,"Cell","BtoA"
46.2782,9.085859,168.44945,21,"Cell","BtoA"
46.3755,9.2342165,168.42155,22,"Cell","BtoA"
46.4568,9.370157,168.50555,23,"Cell","BtoA"
46.5394,9.478128,168.8761,24,"Cell","BtoA"
1e-15,1e-15,1e-15,0,"Lumen","BtoA"
0.2725135,0.1034667,0.947963749999999,1,"Lumen","BtoA"
0.529376,0.20536345,1.731235,2,"Lumen","BtoA"
0.7697335,0.3020483,2.361693,3,"Lumen","BtoA"
0.993547,0.393728,2.882776,4,"Lumen","BtoA"
1.201095,0.48412385,3.347896,5,"Lumen","BtoA"
1.39488,0.57026805,3.758904,6,"Lumen","BtoA"
1.574,0.65248455,4.124337,7,"Lumen","BtoA"
1.74062,0.73135845,4.4497985,8,"Lumen","BtoA"
1.8961,0.80640865,4.736835,9,"Lumen","BtoA"
2.04076,0.8772956,4.9983395,10,"Lumen","BtoA"
2.17554,0.94312295,5.2332445,11,"Lumen","BtoA"
2.30142,1.0073615,5.433828,12,"Lumen","BtoA"
2.41753,1.066641,5.6083755,13,"Lumen","BtoA"
2.526555,1.124217,5.7628875,14,"Lumen","BtoA"
2.62927,1.177924,5.9049285,15,"Lumen","BtoA"
2.722635,1.229548,6.0280045,16,"Lumen","BtoA"
2.81381,1.2765655,6.13885,17,"Lumen","BtoA"
2.90085,1.3228585,6.2409055,18,"Lumen","BtoA"
2.982195,1.3661655,6.336957,19,"Lumen","BtoA"
3.05808,1.409847,6.429257,20,"Lumen","BtoA"
3.128655,1.447155,6.510455,21,"Lumen","BtoA"
3.19443,1.4821975,6.5806365,22,"Lumen","BtoA"
3.257275,1.5178805,6.643562,23,"Lumen","BtoA"
3.316885,1.551264,6.6956515,24,"Lumen","BtoA"
