"median","LCL","UCL","Time","Compartment","Addition.Type"
3.374095,2.403043,4.387346,19,"Blood","BtoA"
3.35338,2.389571,4.368282,20,"Blood","BtoA"
3.33545,2.3777085,4.351182,21,"Blood","BtoA"
3.319555,2.365367,4.3344775,22,"Blood","BtoA"
3.30325,2.3539075,4.3179935,23,"Blood","BtoA"
3.288485,2.3424075,4.302456,24,"Blood","BtoA"
1e-15,1e-15,1e-15,0,"Cell","BtoA"
3101.7,271.27395,19636.73,1,"Cell","BtoA"
5187.82,505.96455,19926.785,2,"Cell","BtoA"
6580.685,723.80485,20086.625,3,"Cell","BtoA"
7538.42,922.87015,20176.4,4,"Cell","BtoA"
8249.225,1106.298,20257.38,5,"Cell","BtoA"
8792.755,1271.6465,20310.13,6,"Cell","BtoA"
9216.1,1428.805,20326.945,7,"Cell","BtoA"
9581.355,1570.9765,20329.485,8,"Cell","BtoA"
9862.48,1712.6495,20318.65,9,"Cell","BtoA"
10108.15,1847.9385,20305.585,10,"Cell","BtoA"
10306.85,1975.0415,20312.695,11,"Cell","BtoA"
10511.25,2083.711,20319.16,12,"Cell","BtoA"
10684.7,2189.761,20310.14,13,"Cell","BtoA"
10845.75,2297.338,20324.14,14,"Cell","BtoA"
10994.4,2401.9625,20327.31,15,"Cell","BtoA"
11130.3,2498.2625,20314.385,16,"Cell","BtoA"
11241.25,2576.915,20312.965,17,"Cell","BtoA"
11347.35,2652.8105,20310.685,18,"Cell","BtoA"
11445.4,2722.951,20305.685,19,"Cell","BtoA"
11542.9,2787.991,20303.915,20,"Cell","BtoA"
11631.4,2851.2915,20322.095,21,"Cell","BtoA"
11703.4,2923.955,20319.295,22,"Cell","BtoA"
11773.3,2975.7955,20323.625,23,"Cell","BtoA"
11838,3038.694,20344.845,24,"Cell","BtoA"
1e-15,1e-15,1e-15,0,"Lumen","BtoA"
0.0376118,0.0089913305,0.2007784,1,"Lumen","BtoA"
0.0992376,0.029323565,0.41311345,2,"Lumen","BtoA"
0.1685255,0.053721255,0.62176445,3,"Lumen","BtoA"
0.2406185,0.077695265,0.81834365,4,"Lumen","BtoA"
0.3140085,0.1011804,1.004164,5,"Lumen","BtoA"
0.38717,0.1233156,1.181559,6,"Lumen","BtoA"
0.4592185,0.144374,1.3473735,7,"Lumen","BtoA"
0.52764,0.1640745,1.49883,8,"Lumen","BtoA"
0.5948045,0.182714,1.6389195,9,"Lumen","BtoA"
0.6583945,0.20038835,1.7687995,10,"Lumen","BtoA"
0.718729,0.217,1.8889925,11,"Lumen","BtoA"
0.7749095,0.23298825,2.001598,12,"Lumen","BtoA"
0.8276775,0.24737995,2.106752,13,"Lumen","BtoA"
0.877275,0.2613022,2.210454,14,"Lumen","BtoA"
0.9238295,0.27480595,2.3019035,15,"Lumen","BtoA"
0.9670785,0.28691845,2.386544,16,"Lumen","BtoA"
1.007335,0.29874125,2.471574,17,"Lumen","BtoA"
1.04518,0.31025995,2.547223,18,"Lumen","BtoA"
1.08059,0.3199406,2.6138525,19,"Lumen","BtoA"
1.11417,0.32993855,2.670703,20,"Lumen","BtoA"
1.145545,0.34017075,2.732477,21,"Lumen","BtoA"
1.17409,0.34805695,2.7917615,22,"Lumen","BtoA"
1.200745,0.3560955,2.8526495,23,"Lumen","BtoA"
1.226825,0.3626623,2.9066465,24,"Lumen","BtoA"
