"median","LCL","UCL","Time","Compartment","Addition.Type"
936.994,766.6875,989.552,23,"Blood","BtoA"
934.469,758.6317,989.13205,24,"Blood","BtoA"
1e-15,1e-15,1e-15,0,"Cell","BtoA"
7.27444,0.12649325,141.80885,1,"Cell","BtoA"
7.40759,0.2180237,141.3443,2,"Cell","BtoA"
7.545315,0.3016745,140.8947,3,"Cell","BtoA"
7.663205,0.380684,140.28175,4,"Cell","BtoA"
7.8018,0.45688955,139.80905,5,"Cell","BtoA"
7.93493,0.53158655,139.24755,6,"Cell","BtoA"
8.08614,0.6003908,138.97975,7,"Cell","BtoA"
8.243025,0.6667858,138.73155,8,"Cell","BtoA"
8.39163,0.7306517,138.4378,9,"Cell","BtoA"
8.54961,0.7922938,137.74035,10,"Cell","BtoA"
8.69592,0.85136945,137.34255,11,"Cell","BtoA"
8.840505,0.9107473,137.14605,12,"Cell","BtoA"
8.99511,0.96750175,136.42355,13,"Cell","BtoA"
9.146095,1.0239145,135.98455,14,"Cell","BtoA"
9.300085,1.077196,135.4959,15,"Cell","BtoA"
9.458475,1.1275095,135.18735,16,"Cell","BtoA"
9.608945,1.17905,135.0084,17,"Cell","BtoA"
9.77402,1.2270635,134.34065,18,"Cell","BtoA"
9.913725,1.2790285,134.3364,19,"Cell","BtoA"
10.0708,1.327014,134.0676,20,"Cell","BtoA"
10.21535,1.3715865,133.83765,21,"Cell","BtoA"
10.3613,1.4174945,133.6144,22,"Cell","BtoA"
10.49605,1.4643405,133.51175,23,"Cell","BtoA"
10.64405,1.5073585,133.4162,24,"Cell","BtoA"
1e-15,1e-15,1e-15,0,"Lumen","BtoA"
9.27338,1.48932,38.016535,1,"Lumen","BtoA"
18.4849,2.9761575,75.4178499999999,2,"Lumen","BtoA"
27.6214,4.456975,112.2157,3,"Lumen","BtoA"
36.70825,5.926998,148.44345,4,"Lumen","BtoA"
45.7234,7.389946,183.9798,5,"Lumen","BtoA"
54.6688,8.8508325,218.7778,6,"Lumen","BtoA"
63.5755,10.308355,253.17405,7,"Lumen","BtoA"
72.374,11.745685,286.91955,8,"Lumen","BtoA"
81.12745,13.191985,320.15055,9,"Lumen","BtoA"
89.8099,14.644305,352.8022,10,"Lumen","BtoA"
98.43735,16.0792,385.05555,11,"Lumen","BtoA"
106.9905,17.49489,416.75485,12,"Lumen","BtoA"
115.4755,18.915935,448.03945,13,"Lumen","BtoA"
123.9595,20.30738,478.6932,14,"Lumen","BtoA"
132.3535,21.72004,508.4502,15,"Lumen","BtoA"
140.785,23.103675,537.59815,16,"Lumen","BtoA"
149.099,24.493785,566.6534,17,"Lumen","BtoA"
157.276,25.876105,595.6325,18,"Lumen","BtoA"
165.4505,27.25759,623.3221,19,"Lumen","BtoA"
173.5275,28.603655,650.64595,20,"Lumen","BtoA"
181.515,29.947555,677.9561,21,"Lumen","BtoA"
189.48,31.32222,704.69405,22,"Lumen","BtoA"
197.4135,32.69285,731.0435,23,"Lumen","BtoA"
205.327,34.03361,756.279049999999,24,"Lumen","BtoA"
