"median","LCL","UCL","Time","Compartment","Addition.Type"
4.68592,3.830954,4.94301,18,"Blood","BtoA"
4.670365,3.780061,4.94008,19,"Blood","BtoA"
4.65492,3.729274,4.93722,20,"Blood","BtoA"
4.639635,3.6800615,4.934362,21,"Blood","BtoA"
4.624435,3.6320635,4.9315305,22,"Blood","BtoA"
4.60927,3.5861975,4.92872,23,"Blood","BtoA"
4.594505,3.540488,4.9260405,24,"Blood","BtoA"
1e-15,1e-15,1e-15,0,"Cell","BtoA"
6.926485,0.08112784,44.92152,1,"Cell","BtoA"
6.912845,0.13633795,44.539465,2,"Cell","BtoA"
6.90279,0.1817478,44.28847,3,"Cell","BtoA"
6.898175,0.22268435,44.02949,4,"Cell","BtoA"
6.888845,0.2624788,43.78449,5,"Cell","BtoA"
6.88084,0.3000692,43.57821,6,"Cell","BtoA"
6.87754,0.3341712,43.415035,7,"Cell","BtoA"
6.869285,0.36843685,43.185125,8,"Cell","BtoA"
6.8685,0.4011104,43.004125,9,"Cell","BtoA"
6.8738,0.4295931,42.896335,10,"Cell","BtoA"
6.86374,0.4595012,42.73163,11,"Cell","BtoA"
6.86196,0.48587375,42.56811,12,"Cell","BtoA"
6.86078,0.51048145,42.411065,13,"Cell","BtoA"
6.8645,0.53673045,42.237235,14,"Cell","BtoA"
6.86636,0.5600787,42.06367,15,"Cell","BtoA"
6.87362,0.58230805,41.892275,16,"Cell","BtoA"
6.880035,0.60283045,41.715795,17,"Cell","BtoA"
6.885705,0.624,41.531115,18,"Cell","BtoA"
6.891565,0.6413224,41.392315,19,"Cell","BtoA"
6.896055,0.6602864,41.262715,20,"Cell","BtoA"
6.91067,0.6787554,41.140655,21,"Cell","BtoA"
6.91946,0.69746005,40.98889,22,"Cell","BtoA"
6.924375,0.7147176,40.83011,23,"Cell","BtoA"
6.929415,0.73274305,40.70525,24,"Cell","BtoA"
1e-15,1e-15,1e-15,0,"Lumen","BtoA"
0.05931775,0.01018135,0.24827075,1,"Lumen","BtoA"
0.118296,0.020417025,0.49122205,2,"Lumen","BtoA"
0.1767445,0.030588745,0.7293763,3,"Lumen","BtoA"
0.2345495,0.040670765,0.96043885,4,"Lumen","BtoA"
0.291687,0.050692595,1.1849365,5,"Lumen","BtoA"
0.34828,0.06066414,1.405329,6,"Lumen","BtoA"
0.4041435,0.070535435,1.619846,7,"Lumen","BtoA"
0.4596145,0.080404235,1.829595,8,"Lumen","BtoA"
0.5143385,0.09007888,2.0330545,9,"Lumen","BtoA"
0.5686555,0.09982775,2.2291765,10,"Lumen","BtoA"
0.6221005,0.10941385,2.4207465,11,"Lumen","BtoA"
0.675185,0.1189286,2.6117285,12,"Lumen","BtoA"
0.7273305,0.12836075,2.797358,13,"Lumen","BtoA"
0.779168,0.13776805,2.973963,14,"Lumen","BtoA"
0.830123,0.14697505,3.1480995,15,"Lumen","BtoA"
0.8810785,0.15613565,3.322373,16,"Lumen","BtoA"
0.9307875,0.1652193,3.4916385,17,"Lumen","BtoA"
0.9798465,0.1740753,3.6567235,18,"Lumen","BtoA"
1.02862,0.1832242,3.818129,19,"Lumen","BtoA"
1.07722,0.1920485,3.978289,20,"Lumen","BtoA"
1.12493,0.2009879,4.131793,21,"Lumen","BtoA"
1.172405,0.2096784,4.281184,22,"Lumen","BtoA"
1.218515,0.21854495,4.425087,23,"Lumen","BtoA"
1.26596,0.2271781,4.5695195,24,"Lumen","BtoA"
